414.10,411.73,402.66,410.47,-0.74
418.68,414.10,411.73,402.66,-0.50
417.58,418.68,414.10,411.73,0.19
422.43,417.58,418.68,414.10,0.54
426.65,422.43,417.58,418.68,1.31
430.16,426.65,422.43,417.58,2.28
432.06,430.16,426.65,422.43,3.28
433.73,432.06,430.16,426.65,4.10
441.28,433.73,432.06,430.16,4.76
439.77,441.28,433.73,432.06,5.93
435.71,439.77,441.28,433.73,6.43
429.05,435.71,439.77,441.28,6.16
437.15,429.05,435.71,439.77,5.09
436.11,437.15,429.05,435.71,5.12
438.78,436.11,437.15,429.05,4.89
448.93,438.78,436.11,437.15,4.92
444.58,448.93,438.78,436.11,5.94
434.22,444.58,448.93,438.78,6.02
443.38,434.22,444.58,448.93,4.77
446.11,443.38,434.22,444.58,4.81
449.83,446.11,443.38,434.22,5.02
450.18,449.83,446.11,443.38,5.45
447.78,450.18,449.83,446.11,5.66
441.39,447.78,450.18,449.83,5.40
441.84,441.39,447.78,450.18,4.37
448.94,441.84,441.39,447.78,3.60
437.03,448.94,441.84,441.39,3.77
440.19,437.03,448.94,441.84,2.47
442.31,440.19,437.03,448.94,1.86
439.56,442.31,440.19,437.03,1.63
445.84,439.56,442.31,440.19,1.13
450.19,445.84,439.56,442.31,1.45
450.06,450.19,445.84,439.56,2.12
447.26,450.06,450.19,445.84,2.51
443.68,447.26,450.06,450.19,2.41
447.60,443.68,447.26,450.06,1.89
445.84,447.60,443.68,447.26,1.91
448.11,445.84,447.60,443.68,1.69
445.75,448.11,445.84,447.60,1.74
447.10,445.75,448.11,445.84,1.47
448.13,447.10,445.75,448.11,1.40
448.68,448.13,447.10,445.75,1.43
450.14,448.68,448.13,447.10,1.48
456.16,450.14,448.68,448.13,1.64
460.54,456.16,450.14,448.68,2.38
461.34,460.54,456.16,450.14,3.31
461.72,461.34,460.54,456.16,3.97
458.83,461.72,461.34,460.54,4.37
457.63,458.83,461.72,461.34,4.21
461.28,457.63,458.83,461.72,3.87
460.31,461.28,457.63,458.83,3.94
469.50,460.31,461.28,457.63,3.79
463.27,469.50,460.31,461.28,4.61
467.83,463.27,469.50,460.31,4.37
459.57,467.83,463.27,469.50,4.60
465.39,459.57,467.83,463.27,3.73
462.60,465.39,459.57,467.83,3.68
463.06,462.60,465.39,459.57,3.25
464.89,463.06,462.60,465.39,2.92
463.93,464.89,463.06,462.60,2.83
466.38,463.93,464.89,463.06,2.58
467.38,466.38,463.93,464.89,2.62
466.45,467.38,466.38,463.93,2.70
469.90,466.45,467.38,466.38,2.58
474.91,469.90,466.45,467.38,2.82
474.72,474.91,469.90,466.45,3.47
478.70,474.72,474.91,469.90,3.81
469.81,478.70,474.72,474.91,4.40
470.18,469.81,478.70,474.72,3.71
467.69,470.18,469.81,478.70,3.18
466.07,467.69,470.18,469.81,2.46
464.74,466.07,467.69,470.18,1.72
466.44,464.74,466.07,467.69,1.02
471.06,466.44,464.74,466.07,0.70
460.58,471.06,466.44,464.74,0.97
438.92,460.58,471.06,466.44,-0.03
449.87,438.92,460.58,471.06,-3.12
442.46,449.87,438.92,460.58,-3.97
447.63,442.46,449.87,438.92,-5.28
450.91,447.63,442.46,449.87,-5.48
447.82,450.91,447.63,442.46,-5.12
444.14,447.82,450.91,447.63,-5.09
454.92,444.14,447.82,450.91,-5.35
457.33,454.92,444.14,447.82,-4.20
460.13,457.33,454.92,444.14,-3.04
458.67,460.13,457.33,454.92,-1.84
458.45,458.67,460.13,457.33,-1.14
442.80,458.45,458.67,460.13,-0.64
446.20,442.80,458.45,458.67,-2.02
449.55,446.20,442.80,458.45,-2.55
454.16,449.55,446.20,442.80,-2.48
453.11,454.16,449.55,446.20,-1.86
458.26,453.11,454.16,449.55,-1.50
457.09,458.26,453.11,454.16,-0.64
461.94,457.09,458.26,453.11,-0.16
463.68,461.94,457.09,458.26,0.71
473.80,463.68,461.94,457.09,1.49
470.99,473.80,463.68,461.94,3.12
468.18,470.99,473.80,463.68,3.85
471.19,468.18,470.99,473.80,3.95
459.67,471.19,468.18,470.99,4.26
462.71,459.67,471.19,468.18,3.09
455.10,462.71,459.67,471.19,2.54
469.10,455.10,462.71,459.67,1.25
464.89,469.10,455.10,462.71,1.88
473.77,464.89,469.10,455.10,1.81
462.28,473.77,464.89,469.10,2.70
462.35,462.28,473.77,464.89,1.97
461.47,462.35,462.28,473.77,1.43
452.29,461.47,462.35,462.28,0.92
453.30,452.29,461.47,462.35,-0.48
446.96,453.30,452.29,461.47,-1.32
458.80,446.96,453.30,452.29,-2.57
459.83,458.80,446.96,453.30,-2.06
459.27,459.83,458.80,446.96,-1.54
460.68,459.27,459.83,458.80,-1.20
465.97,460.68,459.27,459.83,-0.79
464.78,465.97,460.68,459.27,0.11
470.39,464.78,465.97,460.68,0.60
478.65,470.39,464.78,465.97,1.54
481.46,478.65,470.39,464.78,3.07
481.97,481.46,478.65,470.39,4.37
488.11,481.97,481.46,478.65,5.21
485.42,488.11,481.97,481.46,6.35
489.57,485.42,488.11,481.97,6.68
495.52,489.57,485.42,488.11,7.20
500.97,495.52,489.57,485.42,8.05
500.71,500.97,495.52,489.57,9.04
506.42,500.71,500.97,495.52,9.48
509.23,506.42,500.71,500.97,10.18
508.49,509.23,506.42,500.71,10.72
514.71,508.49,509.23,506.42,10.75
520.12,514.71,508.49,509.23,11.20
525.55,520.12,514.71,508.49,11.83
519.19,525.55,520.12,514.71,12.58
523.65,519.19,525.55,520.12,12.08
532.51,523.65,519.19,525.55,11.93
527.94,532.51,523.65,519.19,12.52
539.83,527.94,532.51,523.65,12.11
549.71,539.83,527.94,532.51,12.85
544.75,549.71,539.83,527.94,14.14
556.37,544.75,549.71,539.83,14.13
559.89,556.37,544.75,549.71,15.07
553.62,559.89,556.37,544.75,15.73
562.93,553.62,559.89,556.37,15.11
558.94,562.93,553.62,559.89,15.34
555.11,558.94,562.93,553.62,14.68
559.21,555.11,558.94,562.93,13.43
560.10,559.21,555.11,558.94,12.69
563.84,560.10,559.21,555.11,11.97
572.68,563.84,560.10,559.21,11.59
583.35,572.68,563.84,560.10,12.02
581.73,583.35,572.68,563.84,13.21
584.41,581.73,583.35,572.68,13.52
582.49,584.41,581.73,583.35,13.70
584.50,582.49,584.41,581.73,13.28
587.46,584.50,582.49,584.41,12.88
579.70,587.46,584.50,582.49,12.61
590.57,579.70,587.46,584.50,11.26
592.72,590.57,579.70,587.46,11.25
600.07,592.72,590.57,579.70,11.20
599.97,600.07,592.72,590.57,11.71
606.98,599.97,600.07,592.72,11.77
617.48,606.98,599.97,600.07,12.29
616.34,617.48,606.98,599.97,13.52
611.95,616.34,617.48,606.98,13.90
615.93,611.95,616.34,617.48,13.34
616.71,615.93,611.95,616.34,13.06
601.81,616.71,615.93,611.95,12.63
611.83,601.81,616.71,615.93,10.37
621.62,611.83,601.81,616.71,9.66
635.84,621.62,611.83,601.81,10.02
656.37,635.84,621.62,611.83,11.61
647.98,656.37,635.84,621.62,14.69
659.08,647.98,656.37,635.84,15.53
644.37,659.08,647.98,656.37,16.96
633.50,644.37,659.08,647.98,15.90
641.43,633.50,644.37,659.08,13.56
650.62,641.43,633.50,644.37,12.49
645.50,650.62,641.43,633.50,12.47
655.86,645.50,650.62,641.43,11.57
636.71,655.86,645.50,650.62,11.82
645.07,636.71,655.86,645.50,9.57
653.46,645.07,636.71,655.86,8.71
641.63,653.46,645.07,636.71,8.83
652.09,641.63,653.46,645.07,7.38
668.91,652.09,641.63,653.46,7.36
678.51,668.91,652.09,641.63,9.03
669.12,678.51,668.91,652.09,11.03
673.31,669.12,678.51,668.91,11.10
665.85,673.31,669.12,678.51,11.34
666.84,665.85,673.31,669.12,10.39
670.63,666.84,665.85,673.31,9.59
657.44,670.63,666.84,665.85,9.22
646.19,657.44,670.63,666.84,7.28
638.73,646.19,657.44,670.63,4.50
635.90,638.73,646.19,657.44,1.64
662.49,635.90,638.73,646.19,-0.69
662.10,662.49,635.90,638.73,0.67
665.21,662.10,662.49,635.90,1.55
667.03,665.21,662.10,662.49,2.46
651.99,667.03,665.21,662.10,3.24
655.68,651.99,667.03,665.21,2.02
680.54,655.68,651.99,667.03,1.54
687.03,680.54,655.68,651.99,3.93
686.19,687.03,680.54,655.68,6.21
701.46,686.19,687.03,680.54,7.54
700.66,701.46,686.19,687.03,9.97
710.82,700.66,701.46,686.19,11.31
700.92,710.82,700.66,701.46,13.09
703.77,700.92,710.82,700.66,12.90
730.82,703.77,700.92,710.82,12.76
737.62,730.82,703.77,700.92,15.36
748.73,737.62,730.82,703.77,17.53
757.02,748.73,737.62,730.82,19.83
739.60,757.02,748.73,737.62,21.86
728.64,739.60,757.02,748.73,20.78
748.87,728.64,739.60,757.02,18.31
756.79,748.87,728.64,739.60,18.39
748.03,756.79,748.87,728.64,18.87
759.50,748.03,756.79,748.87,17.77
776.17,759.50,748.03,756.79,17.84
770.52,776.17,759.50,748.03,19.30
786.16,770.52,776.17,759.50,19.21
789.56,786.16,770.52,776.17,20.41
808.48,789.56,786.16,770.52,21.11
801.77,808.48,789.56,786.16,23.18
790.82,801.77,808.48,789.56,23.29
804.97,790.82,801.77,808.48,21.57
793.17,804.97,790.82,801.77,21.43
784.10,793.17,804.97,790.82,19.49
773.88,784.10,793.17,804.97,16.66
757.90,773.88,784.10,793.17,13.15
737.65,757.90,773.88,784.10,8.63
766.34,737.65,757.90,773.88,3.04
765.37,766.34,737.65,757.90,2.29
812.97,765.37,766.34,737.65,1.60
824.78,812.97,765.37,766.34,6.38
829.75,824.78,812.97,765.37,10.84
847.03,829.75,824.78,812.97,14.20
848.28,847.03,829.75,824.78,18.10
858.01,848.28,847.03,829.75,20.48
893.27,858.01,848.28,847.03,22.71
898.70,893.27,858.01,848.28,27.60
887.30,898.70,893.27,858.01,30.91
916.92,887.30,898.70,893.27,31.17
916.68,916.92,887.30,898.70,33.86
915.30,916.68,916.92,887.30,34.87
938.79,915.30,916.68,916.92,34.55
947.14,938.79,915.30,916.68,36.08
933.54,947.14,938.79,915.30,37.18
900.81,933.54,947.14,938.79,35.51
923.54,900.81,933.54,947.14,29.84
899.47,923.54,900.81,933.54,27.71
929.05,899.47,923.54,900.81,22.88
923.91,929.05,899.47,923.54,22.26
950.51,923.91,929.05,899.47,20.71
945.22,950.51,923.91,929.05,22.09
965.03,945.22,950.51,923.91,21.90
966.98,965.03,945.22,950.51,23.44
944.16,966.98,965.03,945.22,24.14
941.64,944.16,966.98,965.03,21.49
914.62,941.64,944.16,966.98,18.85
927.51,914.62,941.64,944.16,13.55
928.35,927.51,914.62,941.64,10.99
963.09,928.35,927.51,914.62,9.04
955.40,963.09,928.35,927.51,11.33
983.79,955.40,963.09,928.35,11.78
953.39,983.79,955.40,963.09,14.95
946.78,953.39,983.79,955.40,13.40
936.46,946.78,953.39,983.79,11.26
975.04,936.46,946.78,953.39,8.36
927.69,975.04,936.46,946.78,10.43
961.51,927.69,975.04,936.46,6.34
957.59,961.51,927.69,975.04,7.12
980.28,957.59,961.51,927.69,7.05
1012.46,980.28,957.59,961.51,9.34
1020.09,1012.46,980.28,957.59,14.27
1034.21,1020.09,1012.46,980.28,18.18
1049.34,1034.21,1020.09,1012.46,22.00
1055.69,1049.34,1034.21,1020.09,25.78
1068.61,1055.69,1049.34,1034.21,28.46
1099.16,1068.61,1055.69,1049.34,31.05
1095.44,1099.16,1068.61,1055.69,35.46
1122.70,1095.44,1099.16,1068.61,37.23
1110.67,1122.70,1095.44,1099.16,40.56
1122.72,1110.67,1122.70,1095.44,40.52
1107.90,1122.72,1110.67,1122.70,40.83
1121.00,1107.90,1122.72,1110.67,38.39
1108.14,1121.00,1107.90,1122.72,37.22
1108.73,1108.14,1121.00,1107.90,34.05
1110.47,1108.73,1108.14,1121.00,31.09
1090.82,1110.47,1108.73,1108.14,28.47
1113.86,1090.82,1110.47,1108.73,23.77
1098.84,1113.86,1090.82,1110.47,22.50
1100.65,1098.84,1113.86,1090.82,19.39
1133.20,1100.65,1098.84,1113.86,16.96
1146.42,1133.20,1100.65,1098.84,18.49
1164.33,1146.42,1133.20,1100.65,20.55
1186.75,1164.33,1146.42,1133.20,23.46
1140.80,1186.75,1164.33,1146.42,27.38
1120.67,1140.80,1186.75,1164.33,24.31
1089.45,1120.67,1140.80,1186.75,19.35
1062.75,1089.45,1120.67,1140.80,11.98
1081.24,1062.75,1089.45,1120.67,3.62
1027.14,1081.24,1062.75,1089.45,-0.20
973.89,1027.14,1081.24,1062.75,-8.84
1009.06,973.89,1027.14,1081.24,-20.52
1020.09,1009.06,973.89,1027.14,-24.17
1044.75,1020.09,1009.06,973.89,-24.88
1002.60,1044.75,1020.09,1009.06,-22.01
984.39,1002.60,1044.75,1020.09,-24.17
1056.42,984.39,1002.60,1044.75,-27.09
1070.67,1056.42,984.39,1002.60,-20.43
1098.67,1070.67,1056.42,984.39,-13.75
1141.01,1098.67,1070.67,1056.42,-5.67
1125.72,1141.01,1098.67,1070.67,4.76
1163.55,1125.72,1141.01,1098.67,10.15
1192.33,1163.55,1125.72,1141.01,17.83
1176.74,1192.33,1163.55,1125.72,25.90
1166.46,1176.74,1192.33,1163.55,29.10
1188.03,1166.46,1176.74,1192.33,29.46
1226.27,1188.03,1166.46,1176.74,31.37
1229.23,1226.27,1188.03,1166.46,36.17
1275.09,1229.23,1226.27,1188.03,38.93
1243.26,1275.09,1229.23,1226.27,44.96
1225.19,1243.26,1275.09,1229.23,44.49
1279.64,1225.19,1243.26,1275.09,41.06
1239.40,1279.64,1225.19,1243.26,43.72
1230.13,1239.40,1279.64,1225.19,40.01
1239.22,1230.13,1239.40,1279.64,35.43
1238.33,1239.22,1230.13,1239.40,32.39
1275.47,1238.33,1239.22,1230.13,29.40
1294.59,1275.47,1238.33,1239.22,30.73
1299.29,1294.59,1275.47,1238.33,33.01
1282.80,1299.29,1294.59,1275.47,34.30
1293.72,1282.80,1299.29,1294.59,32.51
1348.35,1293.72,1282.80,1299.29,31.68
1319.00,1348.35,1293.72,1282.80,36.40
1356.85,1319.00,1348.35,1293.72,35.50
1335.18,1356.85,1319.00,1348.35,38.21
1345.00,1335.18,1356.85,1319.00,36.73
1337.80,1345.00,1335.18,1356.85,35.89
1330.29,1337.80,1345.00,1335.18,33.62
1301.84,1330.29,1337.80,1345.00,30.39
1327.75,1301.84,1330.29,1337.80,24.25
1293.64,1327.75,1301.84,1330.29,22.28
1342.84,1293.64,1327.75,1301.84,16.58
1315.31,1342.84,1293.64,1327.75,17.69
1391.22,1315.31,1342.84,1293.64,14.97
1403.28,1391.22,1315.31,1342.84,21.15
1418.78,1403.28,1391.22,1315.31,26.24
1356.94,1418.78,1403.28,1391.22,30.84
1328.72,1356.94,1418.78,1403.28,26.38
1300.29,1328.72,1356.94,1418.78,19.51
1327.68,1300.29,1328.72,1356.94,11.12
1336.61,1327.68,1300.29,1328.72,8.09
1348.27,1336.61,1327.68,1300.29,6.79
1357.24,1348.27,1336.61,1327.68,7.02
1351.66,1357.24,1348.27,1336.61,8.00
1335.42,1351.66,1357.24,1348.27,7.86
1277.36,1335.42,1351.66,1357.24,5.76
1282.81,1277.36,1335.42,1351.66,-2.28
1336.02,1282.81,1277.36,1335.42,-7.18
1247.41,1336.02,1282.81,1277.36,-4.47
1301.65,1247.41,1336.02,1282.81,-12.34
1362.93,1301.65,1247.41,1336.02,-11.45
1370.23,1362.93,1301.65,1247.41,-3.74
1396.06,1370.23,1362.93,1301.65,2.49
1422.00,1396.06,1370.23,1362.93,9.61
1416.62,1422.00,1396.06,1370.23,17.18
1433.30,1416.62,1422.00,1396.06,21.39
1417.04,1433.30,1416.62,1422.00,25.62
1421.03,1417.04,1433.30,1416.62,26.11
1458.34,1421.03,1417.04,1433.30,26.25
1469.25,1458.34,1421.03,1417.04,29.84
1441.47,1469.25,1458.34,1421.03,32.80
1465.15,1441.47,1469.25,1458.34,30.95
1441.36,1465.15,1441.47,1469.25,31.53
1360.16,1441.36,1465.15,1441.47,28.52
1424.37,1360.16,1441.36,1465.15,16.71
1387.12,1424.37,1360.16,1441.36,15.26
1346.09,1387.12,1424.37,1360.16,9.75
1333.36,1346.09,1387.12,1424.37,1.14
1409.17,1333.36,1346.09,1387.12,-6.26
1395.07,1409.17,1333.36,1346.09,-2.80
1464.47,1395.07,1409.17,1333.36,-1.90
1527.46,1464.47,1395.07,1409.17,6.48
1498.58,1527.46,1464.47,1395.07,19.11
1516.35,1498.58,1527.46,1464.47,24.16
1356.56,1516.35,1498.58,1527.46,29.03
1434.54,1356.56,1516.35,1498.58,13.93
1452.43,1434.54,1356.56,1516.35,11.81
1432.63,1452.43,1434.54,1356.56,12.04
1420.96,1432.63,1452.43,1434.54,9.70
1406.95,1420.96,1432.63,1452.43,6.55
1378.02,1406.95,1420.96,1432.63,2.65
1477.26,1378.02,1406.95,1420.96,-3.33
1456.95,1477.26,1378.02,1406.95,3.65
1464.46,1456.95,1477.26,1378.02,6.13
1441.48,1464.46,1456.95,1477.26,8.52
1454.60,1441.48,1464.46,1456.95,7.42
1478.90,1454.60,1441.48,1464.46,7.93
1509.98,1478.90,1454.60,1441.48,10.78
1480.19,1509.98,1478.90,1454.60,15.94
1419.89,1480.19,1509.98,1478.90,15.81
1462.93,1419.89,1480.19,1509.98,8.63
1471.84,1462.93,1419.89,1480.19,8.23
1491.72,1471.84,1462.93,1419.89,8.74
1506.45,1491.72,1471.84,1462.93,11.09
1520.77,1506.45,1491.72,1471.84,14.07
1494.50,1520.77,1506.45,1491.72,17.38
1465.81,1494.50,1520.77,1506.45,16.32
1448.72,1465.81,1494.50,1520.77,12.00
1436.51,1448.72,1465.81,1494.50,6.81
1408.99,1436.51,1448.72,1465.81,1.70
1374.17,1408.99,1436.51,1448.72,-4.93
1396.93,1374.17,1408.99,1436.51,-13.26
1379.58,1396.93,1374.17,1408.99,-16.17
1426.69,1379.58,1396.93,1374.17,-19.70
1365.98,1426.69,1379.58,1396.93,-16.43
1367.72,1365.98,1426.69,1379.58,-20.50
1341.77,1367.72,1365.98,1426.69,-22.62
1315.23,1341.77,1367.72,1365.98,-26.41
1369.89,1315.23,1341.77,1367.72,-31.33
1312.15,1369.89,1315.23,1341.77,-27.88
1305.95,1312.15,1369.89,1315.23,-31.22
1320.28,1305.95,1312.15,1369.89,-33.45
1298.35,1320.28,1305.95,1312.15,-32.57
1318.55,1298.35,1320.28,1305.95,-33.60
1342.54,1318.55,1298.35,1320.28,-31.24
1354.95,1342.54,1318.55,1298.35,-26.16
1349.47,1354.95,1342.54,1318.55,-20.63
1314.76,1349.47,1354.95,1342.54,-16.91
1301.53,1314.76,1349.47,1354.95,-17.77
1245.86,1301.53,1314.76,1349.47,-19.40
1234.18,1245.86,1301.53,1314.76,-26.23
1233.42,1234.18,1245.86,1301.53,-31.61
1150.53,1233.42,1234.18,1245.86,-34.63
1139.83,1150.53,1233.42,1234.18,-45.07
1160.33,1139.83,1150.53,1233.42,-52.36
1128.43,1160.33,1139.83,1150.53,-53.84
1183.50,1128.43,1160.33,1139.83,-57.07
1242.98,1183.50,1128.43,1160.33,-51.78
1253.05,1242.98,1183.50,1128.43,-40.23
1266.61,1253.05,1242.98,1183.50,-30.14
1245.67,1266.61,1253.05,1242.98,-20.91
1291.96,1245.67,1266.61,1253.05,-16.34
1277.89,1291.96,1245.67,1266.61,-7.63
1260.67,1277.89,1291.96,1245.67,-2.98
1264.96,1260.67,1277.89,1291.96,-1.61
1214.36,1264.96,1260.67,1277.89,-0.15
1225.35,1214.36,1264.96,1260.67,-4.75
1224.38,1225.35,1214.36,1264.96,-6.60
1190.59,1224.38,1225.35,1214.36,-7.82
1215.68,1190.59,1224.38,1225.35,-12.23
1210.85,1215.68,1190.59,1224.38,-12.18
1205.82,1210.85,1215.68,1190.59,-12.39
1214.35,1205.82,1210.85,1215.68,-12.78
1190.16,1214.35,1205.82,1210.85,-11.79
1161.97,1190.16,1214.35,1205.82,-13.51
1184.93,1161.97,1190.16,1214.35,-17.49
1133.58,1184.93,1161.97,1190.16,-17.26
1085.78,1133.58,1184.93,1161.97,-22.38
965.80,1085.78,1133.58,1184.93,-30.68
1040.94,965.80,1085.78,1133.58,-48.99
1071.38,1040.94,965.80,1085.78,-52.09
1091.65,1071.38,1040.94,965.80,-49.56
1073.48,1091.65,1071.38,1040.94,-44.34
1104.61,1073.48,1091.65,1071.38,-41.66
1087.20,1104.61,1073.48,1091.65,-35.31
1120.31,1087.20,1104.61,1073.48,-31.99
1138.65,1120.31,1087.20,1104.61,-25.22
1150.34,1138.65,1120.31,1087.20,-17.88
1139.45,1150.34,1138.65,1120.31,-11.07
1158.31,1139.45,1150.34,1138.65,-7.30
1123.09,1158.31,1139.45,1150.34,-2.41
1144.89,1123.09,1158.31,1139.45,-2.89
1161.02,1144.89,1123.09,1158.31,-0.72
1172.51,1161.02,1144.89,1123.09,2.58
1145.60,1172.51,1161.02,1144.89,6.08
1127.58,1145.60,1172.51,1161.02,5.36
1133.28,1127.58,1145.60,1172.51,2.73
1122.20,1133.28,1127.58,1145.60,1.47
1096.22,1122.20,1133.28,1127.58,-0.66
1104.18,1096.22,1122.20,1133.28,-5.01
1089.84,1104.18,1096.22,1122.20,-7.00
1131.78,1089.84,1104.18,1096.22,-9.81
1164.31,1131.78,1089.84,1104.18,-6.84
1166.16,1164.31,1131.78,1089.84,-1.01
1148.70,1166.16,1164.31,1131.78,3.26
1147.39,1148.70,1166.16,1164.31,4.18
1122.73,1147.39,1148.70,1166.16,4.58
1111.01,1122.73,1147.39,1148.70,1.99
1125.17,1111.01,1122.73,1147.39,-1.14
1076.32,1125.17,1111.01,1122.73,-1.71
1073.43,1076.32,1125.17,1111.01,-7.49
1054.99,1073.43,1076.32,1125.17,-11.62
1106.59,1054.99,1073.43,1076.32,-16.23
1083.82,1106.59,1054.99,1073.43,-13.29
1067.14,1083.82,1106.59,1054.99,-13.46
1027.53,1067.14,1083.82,1106.59,-15.10
1007.27,1027.53,1067.14,1083.82,-20.26
989.14,1007.27,1027.53,1067.14,-25.58
989.82,989.14,1007.27,1027.53,-30.64
989.03,989.82,989.14,1007.27,-33.30
921.39,989.03,989.82,989.14,-34.41
847.75,921.39,989.03,989.82,-41.84
852.84,847.75,921.39,989.03,-54.13
864.24,852.84,847.75,921.39,-60.72
908.64,864.24,852.84,847.75,-62.52
928.77,908.64,864.24,852.84,-57.28
